sex	age	l	m	s	loh
1	1274	-0.2912	15.1606	0.08057	L
1	1275	-0.2914	15.1599	0.08058	L
1	1276	-0.2915	15.1591	0.08059	L
1	1277	-0.2917	15.1584	0.0806	L
1	1278	-0.2918	15.1577	0.08061	L
1	1279	-0.292	15.157	0.08061	L
1	1280	-0.2922	15.1563	0.08062	L
1	1281	-0.2924	15.1556	0.08063	L
1	1282	-0.2925	15.1549	0.08064	L
1	1283	-0.2927	15.1542	0.08065	L
1	1284	-0.2929	15.1534	0.08066	L
1	1285	-0.2931	15.1527	0.08066	L
1	1286	-0.2933	15.152	0.08067	L
1	1287	-0.2934	15.1513	0.08068	L
1	1288	-0.2936	15.1506	0.08069	L
1	1289	-0.2938	15.1499	0.0807	L
1	1290	-0.294	15.1492	0.08071	L
1	1291	-0.2942	15.1486	0.08072	L
1	1292	-0.2944	15.1479	0.08072	L
1	1293	-0.2946	15.1472	0.08073	L
1	1294	-0.2948	15.1465	0.08074	L
1	1295	-0.295	15.1458	0.08075	L
1	1296	-0.2952	15.1451	0.08076	L
1	1297	-0.2954	15.1444	0.08077	L
1	1298	-0.2957	15.1437	0.08078	L
1	1299	-0.2959	15.143	0.08078	L
1	1300	-0.2961	15.1424	0.08079	L
1	1301	-0.2963	15.1417	0.0808	L
1	1302	-0.2965	15.141	0.08081	L
1	1303	-0.2968	15.1403	0.08082	L
1	1304	-0.297	15.1397	0.08083	L
1	1305	-0.2972	15.139	0.08084	L
1	1306	-0.2975	15.1383	0.08085	L
1	1307	-0.2977	15.1376	0.08085	L
1	1308	-0.2979	15.137	0.08086	L
1	1309	-0.2982	15.1363	0.08087	L
1	1310	-0.2984	15.1356	0.08088	L
1	1311	-0.2987	15.135	0.08089	L
1	1312	-0.2989	15.1343	0.0809	L
1	1313	-0.2992	15.1336	0.08091	L
1	1314	-0.2994	15.133	0.08092	L
1	1315	-0.2997	15.1323	0.08093	L
1	1316	-0.3	15.1316	0.08093	L
1	1317	-0.3002	15.131	0.08094	L
1	1318	-0.3005	15.1303	0.08095	L
1	1319	-0.3008	15.1297	0.08096	L
1	1320	-0.301	15.129	0.08097	L
1	1321	-0.3013	15.1284	0.08098	L
1	1322	-0.3016	15.1277	0.08099	L
1	1323	-0.3018	15.1271	0.081	L
1	1324	-0.3021	15.1264	0.08101	L
1	1325	-0.3024	15.1258	0.08102	L
1	1326	-0.3027	15.1251	0.08102	L
1	1327	-0.303	15.1245	0.08103	L
1	1328	-0.3033	15.1238	0.08104	L
1	1329	-0.3036	15.1232	0.08105	L
1	1330	-0.3038	15.1226	0.08106	L
1	1331	-0.3041	15.1219	0.08107	L
1	1332	-0.3044	15.1213	0.08108	L
1	1333	-0.3047	15.1206	0.08109	L
1	1334	-0.305	15.12	0.08110	L
1	1335	-0.3054	15.1194	0.08111	L
1	1336	-0.3057	15.1187	0.08112	L
1	1337	-0.306	15.1181	0.08113	L
1	1338	-0.3063	15.1175	0.08113	L
1	1339	-0.3066	15.1169	0.08114	L
1	1340	-0.3069	15.1162	0.08115	L
1	1341	-0.3072	15.1156	0.08116	L
1	1342	-0.3076	15.115	0.08117	L
1	1343	-0.3079	15.1144	0.08118	L
1	1344	-0.3082	15.1137	0.08119	L
1	1345	-0.3085	15.1131	0.0812	L
1	1346	-0.3089	15.1125	0.08121	L
1	1347	-0.3092	15.1119	0.08122	L
1	1348	-0.3095	15.1112	0.08123	L
1	1349	-0.3099	15.1106	0.08124	L
1	1350	-0.3102	15.11	0.08125	L
1	1351	-0.3106	15.1094	0.08126	L
1	1352	-0.3109	15.1088	0.08127	L
1	1353	-0.3113	15.1082	0.08128	L
1	1354	-0.3116	15.1076	0.08128	L
1	1355	-0.312	15.107	0.08129	L
1	1356	-0.3123	15.1063	0.0813	L
1	1357	-0.3127	15.1057	0.08131	L
1	1358	-0.313	15.1051	0.08132	L
1	1359	-0.3134	15.1045	0.08133	L
1	1360	-0.3138	15.1039	0.08134	L
1	1361	-0.3141	15.1033	0.08135	L
1	1362	-0.3145	15.1027	0.08136	L
1	1363	-0.3149	15.1021	0.08137	L
1	1364	-0.3152	15.1015	0.08138	L
1	1365	-0.3156	15.1009	0.08139	L
1	1366	-0.316	15.1003	0.0814	L
1	1367	-0.3164	15.0997	0.08141	L
1	1368	-0.3168	15.0991	0.08142	L
1	1369	-0.3171	15.0985	0.08143	L
1	1370	-0.3175	15.0979	0.08144	L
1	1371	-0.3179	15.0974	0.08145	L
1	1372	-0.3183	15.0968	0.08146	L
1	1373	-0.3187	15.0962	0.08147	L
1	1374	-0.3191	15.0956	0.08148	L
1	1375	-0.3195	15.095	0.08149	L
1	1376	-0.3199	15.0944	0.0815	L
1	1377	-0.3203	15.0938	0.08151	L
1	1378	-0.3207	15.0932	0.08152	L
1	1379	-0.3211	15.0927	0.08153	L
1	1380	-0.3215	15.0921	0.08154	L
1	1381	-0.322	15.0915	0.08155	L
1	1382	-0.3224	15.0909	0.08156	L
1	1383	-0.3228	15.0903	0.08157	L
1	1384	-0.3232	15.0898	0.08158	L
1	1385	-0.3236	15.0892	0.08159	L
1	1386	-0.3241	15.0886	0.08160	L
1	1387	-0.3245	15.088	0.08161	L
1	1388	-0.3249	15.0875	0.08162	L
1	1389	-0.3253	15.0869	0.08163	L
1	1390	-0.3258	15.0863	0.08164	L
1	1391	-0.3262	15.0857	0.08165	L
1	1392	-0.3266	15.0852	0.08166	L
1	1393	-0.3271	15.0846	0.08167	L
1	1394	-0.3275	15.084	0.08168	L
1	1395	-0.328	15.0835	0.08169	L
1	1396	-0.3284	15.0829	0.0817	L
1	1397	-0.3289	15.0823	0.08171	L
1	1398	-0.3293	15.0818	0.08172	L
1	1399	-0.3298	15.0812	0.08173	L
1	1400	-0.3302	15.0806	0.08174	L
1	1401	-0.3307	15.0801	0.08175	L
1	1402	-0.3312	15.0795	0.08176	L
1	1403	-0.3316	15.079	0.08177	L
1	1404	-0.3321	15.0784	0.08178	L
1	1405	-0.3325	15.0778	0.08179	L
1	1406	-0.333	15.0773	0.0818	L
1	1407	-0.3335	15.0767	0.08181	L
1	1408	-0.334	15.0762	0.08182	L
1	1409	-0.3344	15.0756	0.08183	L
1	1410	-0.3349	15.0751	0.08184	L
1	1411	-0.3354	15.0745	0.08185	L
1	1412	-0.3359	15.074	0.08186	L
1	1413	-0.3364	15.0734	0.08187	L
1	1414	-0.3369	15.0729	0.08188	L
1	1415	-0.3373	15.0723	0.08189	L
1	1416	-0.3378	15.0718	0.0819	L
1	1417	-0.3383	15.0712	0.08191	L
1	1418	-0.3388	15.0707	0.08192	L
1	1419	-0.3393	15.0701	0.08193	L
1	1420	-0.3398	15.0696	0.08194	L
1	1421	-0.3403	15.0691	0.08195	L
1	1422	-0.3408	15.0685	0.08196	L
1	1423	-0.3413	15.068	0.08197	L
1	1424	-0.3418	15.0674	0.08198	L
1	1425	-0.3424	15.0669	0.082	L
1	1426	-0.3429	15.0664	0.08201	L
1	1427	-0.3434	15.0658	0.08202	L
1	1428	-0.3439	15.0653	0.08203	L
1	1429	-0.3444	15.0647	0.08204	L
1	1430	-0.3449	15.0642	0.08205	L
1	1431	-0.3455	15.0637	0.08206	L
1	1432	-0.346	15.0631	0.08207	L
1	1433	-0.3465	15.0626	0.08208	L
1	1434	-0.3471	15.0621	0.08209	L
1	1435	-0.3476	15.0615	0.08210	L
1	1436	-0.3481	15.061	0.08211	L
1	1437	-0.3487	15.0605	0.08212	L
1	1438	-0.3492	15.0599	0.08213	L
1	1439	-0.3497	15.0594	0.08214	L
1	1440	-0.3503	15.0589	0.08215	L
1	1441	-0.3508	15.0584	0.08216	L
1	1442	-0.3514	15.0578	0.08218	L
1	1443	-0.3519	15.0573	0.08219	L
1	1444	-0.3525	15.0568	0.0822	L
1	1445	-0.353	15.0563	0.08221	L
1	1446	-0.3536	15.0557	0.08222	L
1	1447	-0.3541	15.0552	0.08223	L
1	1448	-0.3547	15.0547	0.08224	L
1	1449	-0.3553	15.0542	0.08225	L
1	1450	-0.3558	15.0537	0.08226	L
1	1451	-0.3564	15.0531	0.08227	L
1	1452	-0.357	15.0526	0.08228	L
1	1453	-0.3575	15.0521	0.08229	L
1	1454	-0.3581	15.0516	0.08231	L
1	1455	-0.3587	15.0511	0.08232	L
1	1456	-0.3593	15.0506	0.08233	L
1	1457	-0.3598	15.05	0.08234	L
1	1458	-0.3604	15.0495	0.08235	L
1	1459	-0.361	15.049	0.08236	L
1	1460	-0.3616	15.0485	0.08237	L
1	1461	-0.3622	15.048	0.08238	L
1	1462	-0.3628	15.0475	0.08239	L
1	1463	-0.3634	15.047	0.0824	L
1	1464	-0.364	15.0465	0.08241	L
1	1465	-0.3646	15.046	0.08243	L
1	1466	-0.3652	15.0455	0.08244	L
1	1467	-0.3658	15.0449	0.08245	L
1	1468	-0.3664	15.0444	0.08246	L
1	1469	-0.367	15.0439	0.08247	L
1	1470	-0.3676	15.0434	0.08248	L
1	1471	-0.3682	15.0429	0.08249	L
1	1472	-0.3688	15.0424	0.0825	L
1	1473	-0.3694	15.0419	0.08251	L
1	1474	-0.37	15.0414	0.08253	L
1	1475	-0.3706	15.0409	0.08254	L
1	1476	-0.3713	15.0404	0.08255	L
1	1477	-0.3719	15.0399	0.08256	L
1	1478	-0.3725	15.0394	0.08257	L
1	1479	-0.3731	15.0389	0.08258	L
1	1480	-0.3738	15.0384	0.08259	L
1	1481	-0.3744	15.0379	0.08260	L
1	1482	-0.375	15.0374	0.08262	L
1	1483	-0.3756	15.0369	0.08263	L
1	1484	-0.3763	15.0365	0.08264	L
1	1485	-0.3769	15.036	0.08265	L
1	1486	-0.3776	15.0355	0.08266	L
1	1487	-0.3782	15.035	0.08267	L
1	1488	-0.3789	15.0345	0.08268	L
1	1489	-0.3795	15.034	0.08269	L
1	1490	-0.3801	15.0335	0.08271	L
1	1491	-0.3808	15.033	0.08272	L
1	1492	-0.3815	15.0325	0.08273	L
1	1493	-0.3821	15.032	0.08274	L
1	1494	-0.3828	15.0316	0.08275	L
1	1495	-0.3834	15.0311	0.08276	L
1	1496	-0.3841	15.0306	0.08277	L
1	1497	-0.3847	15.0301	0.08279	L
1	1498	-0.3854	15.0296	0.0828	L
1	1499	-0.3861	15.0291	0.08281	L
1	1500	-0.3867	15.0287	0.08282	L
1	1501	-0.3874	15.0282	0.08283	L
1	1502	-0.3881	15.0277	0.08284	L
1	1503	-0.3888	15.0272	0.08285	L
1	1504	-0.3894	15.0267	0.08287	L
1	1505	-0.3901	15.0263	0.08288	L
1	1506	-0.3908	15.0258	0.08289	L
1	1507	-0.3915	15.0253	0.0829	L
1	1508	-0.3922	15.0248	0.08291	L
1	1509	-0.3929	15.0244	0.08292	L
1	1510	-0.3936	15.0239	0.08293	L
1	1511	-0.3942	15.0234	0.08295	L
1	1512	-0.3949	15.0229	0.08296	L
1	1513	-0.3956	15.0225	0.08297	L
1	1514	-0.3963	15.022	0.08298	L
1	1515	-0.397	15.0215	0.08299	L
1	1516	-0.3977	15.0211	0.083	L
1	1517	-0.3984	15.0206	0.08302	L
1	1518	-0.3991	15.0201	0.08303	L
1	1519	-0.3998	15.0197	0.08304	L
1	1520	-0.4006	15.0192	0.08305	L
1	1521	-0.4013	15.0187	0.08306	L
1	1522	-0.402	15.0183	0.08307	L
1	1523	-0.4027	15.0178	0.08309	L
1	1524	-0.4034	15.0173	0.0831	L
1	1525	-0.4041	15.0169	0.08311	L
1	1526	-0.4049	15.0164	0.08312	L
1	1527	-0.4056	15.0159	0.08313	L
1	1528	-0.4063	15.0155	0.08314	L
1	1529	-0.407	15.015	0.08316	L
1	1530	-0.4078	15.0146	0.08317	L
1	1531	-0.4085	15.0141	0.08318	L
1	1532	-0.4092	15.0136	0.08319	L
1	1533	-0.41	15.0132	0.0832	L
1	1534	-0.4107	15.0127	0.08322	L
1	1535	-0.4114	15.0123	0.08323	L
1	1536	-0.4122	15.0118	0.08324	L
1	1537	-0.4129	15.0113	0.08325	L
1	1538	-0.4137	15.0109	0.08326	L
1	1539	-0.4144	15.0104	0.08327	L
1	1540	-0.4151	15.01	0.08329	L
1	1541	-0.4159	15.0095	0.0833	L
1	1542	-0.4166	15.0091	0.08331	L
1	1543	-0.4174	15.0086	0.08332	L
1	1544	-0.4182	15.0082	0.08333	L
1	1545	-0.4189	15.0077	0.08335	L
1	1546	-0.4197	15.0073	0.08336	L
1	1547	-0.4204	15.0068	0.08337	L
1	1548	-0.4212	15.0064	0.08338	L
1	1549	-0.422	15.0059	0.08339	L
1	1550	-0.4227	15.0055	0.08341	L
1	1551	-0.4235	15.005	0.08342	L
1	1552	-0.4243	15.0046	0.08343	L
1	1553	-0.425	15.0042	0.08344	L
1	1554	-0.4258	15.0037	0.08345	L
1	1555	-0.4266	15.0033	0.08347	L
1	1556	-0.4274	15.0028	0.08348	L
1	1557	-0.4281	15.0024	0.08349	L
1	1558	-0.4289	15.0019	0.0835	L
1	1559	-0.4297	15.0015	0.08351	L
1	1560	-0.4305	15.0011	0.08353	L
1	1561	-0.4313	15.0006	0.08354	L
1	1562	-0.4321	15.0002	0.08355	L
1	1563	-0.4328	14.9998	0.08356	L
1	1564	-0.4336	14.9993	0.08357	L
1	1565	-0.4344	14.9989	0.08359	L
1	1566	-0.4352	14.9984	0.0836	L
1	1567	-0.436	14.998	0.08361	L
1	1568	-0.4368	14.9976	0.08362	L
1	1569	-0.4376	14.9971	0.08364	L
1	1570	-0.4384	14.9967	0.08365	L
1	1571	-0.4392	14.9963	0.08366	L
1	1572	-0.44	14.9959	0.08367	L
1	1573	-0.4408	14.9954	0.08368	L
1	1574	-0.4417	14.995	0.0837	L
1	1575	-0.4425	14.9946	0.08371	L
1	1576	-0.4433	14.9941	0.08372	L
1	1577	-0.4441	14.9937	0.08373	L
1	1578	-0.4449	14.9933	0.08375	L
1	1579	-0.4457	14.9929	0.08376	L
1	1580	-0.4465	14.9924	0.08377	L
1	1581	-0.4474	14.992	0.08378	L
1	1582	-0.4482	14.9916	0.08379	L
1	1583	-0.449	14.9912	0.08381	L
1	1584	-0.4498	14.9907	0.08382	L
1	1585	-0.4507	14.9903	0.08383	L
1	1586	-0.4515	14.9899	0.08384	L
1	1587	-0.4523	14.9895	0.08386	L
1	1588	-0.4532	14.9891	0.08387	L
1	1589	-0.454	14.9886	0.08388	L
1	1590	-0.4548	14.9882	0.08389	L
1	1591	-0.4557	14.9878	0.08391	L
1	1592	-0.4565	14.9874	0.08392	L
1	1593	-0.4574	14.987	0.08393	L
1	1594	-0.4582	14.9866	0.08394	L
1	1595	-0.459	14.9862	0.08395	L
1	1596	-0.4599	14.9857	0.08397	L
1	1597	-0.4607	14.9853	0.08398	L
1	1598	-0.4616	14.9849	0.08399	L
1	1599	-0.4624	14.9845	0.08400	L
1	1600	-0.4633	14.9841	0.08402	L
1	1601	-0.4641	14.9837	0.08403	L
1	1602	-0.465	14.9833	0.08404	L
1	1603	-0.4659	14.9829	0.08405	L
1	1604	-0.4667	14.9825	0.08407	L
1	1605	-0.4676	14.9821	0.08408	L
1	1606	-0.4684	14.9816	0.08409	L
1	1607	-0.4693	14.9812	0.0841	L
1	1608	-0.4702	14.9808	0.08412	L
1	1609	-0.471	14.9804	0.08413	L
1	1610	-0.4719	14.98	0.08414	L
1	1611	-0.4728	14.9796	0.08415	L
1	1612	-0.4736	14.9792	0.08417	L
1	1613	-0.4745	14.9788	0.08418	L
1	1614	-0.4754	14.9784	0.08419	L
1	1615	-0.4762	14.978	0.0842	L
1	1616	-0.4771	14.9776	0.08422	L
1	1617	-0.478	14.9772	0.08423	L
1	1618	-0.4789	14.9768	0.08424	L
1	1619	-0.4798	14.9764	0.08425	L
1	1620	-0.4806	14.976	0.08427	L
1	1621	-0.4815	14.9756	0.08428	L
1	1622	-0.4824	14.9752	0.08429	L
1	1623	-0.4833	14.9748	0.08431	L
1	1624	-0.4842	14.9744	0.08432	L
1	1625	-0.4851	14.974	0.08433	L
1	1626	-0.486	14.9736	0.08434	L
1	1627	-0.4869	14.9733	0.08436	L
1	1628	-0.4877	14.9729	0.08437	L
1	1629	-0.4886	14.9725	0.08438	L
1	1630	-0.4895	14.9721	0.08439	L
1	1631	-0.4904	14.9717	0.08441	L
1	1632	-0.4913	14.9713	0.08442	L
1	1633	-0.4922	14.9709	0.08443	L
1	1634	-0.4931	14.9705	0.08444	L
1	1635	-0.494	14.9701	0.08446	L
1	1636	-0.4949	14.9697	0.08447	L
1	1637	-0.4958	14.9694	0.08448	L
1	1638	-0.4968	14.969	0.08450	L
1	1639	-0.4977	14.9686	0.08451	L
1	1640	-0.4986	14.9682	0.08452	L
1	1641	-0.4995	14.9678	0.08453	L
1	1642	-0.5004	14.9674	0.08455	L
1	1643	-0.5013	14.967	0.08456	L
1	1644	-0.5022	14.9667	0.08457	L
1	1645	-0.5031	14.9663	0.08459	L
1	1646	-0.504	14.9659	0.0846	L
1	1647	-0.505	14.9655	0.08461	L
1	1648	-0.5059	14.9651	0.08462	L
1	1649	-0.5068	14.9648	0.08464	L
1	1650	-0.5077	14.9644	0.08465	L
1	1651	-0.5087	14.964	0.08466	L
1	1652	-0.5096	14.9636	0.08468	L
1	1653	-0.5105	14.9632	0.08469	L
1	1654	-0.5114	14.9629	0.0847	L
1	1655	-0.5124	14.9625	0.08471	L
1	1656	-0.5133	14.9621	0.08473	L
1	1657	-0.5142	14.9617	0.08474	L
1	1658	-0.5151	14.9614	0.08475	L
1	1659	-0.5161	14.961	0.08477	L
1	1660	-0.517	14.9606	0.08478	L
1	1661	-0.518	14.9602	0.08479	L
1	1662	-0.5189	14.9599	0.0848	L
1	1663	-0.5198	14.9595	0.08482	L
1	1664	-0.5208	14.9591	0.08483	L
1	1665	-0.5217	14.9587	0.08484	L
1	1666	-0.5227	14.9584	0.08486	L
1	1667	-0.5236	14.958	0.08487	L
1	1668	-0.5245	14.9576	0.08488	L
1	1669	-0.5255	14.9573	0.0849	L
1	1670	-0.5264	14.9569	0.08491	L
1	1671	-0.5274	14.9565	0.08492	L
1	1672	-0.5283	14.9562	0.08493	L
1	1673	-0.5293	14.9558	0.08495	L
1	1674	-0.5302	14.9554	0.08496	L
1	1675	-0.5312	14.9551	0.08497	L
1	1676	-0.5321	14.9547	0.08499	L
1	1677	-0.5331	14.9543	0.08500	L
1	1678	-0.5341	14.954	0.08501	L
1	1679	-0.535	14.9536	0.08503	L
1	1680	-0.536	14.9532	0.08504	L
1	1681	-0.5369	14.9529	0.08505	L
1	1682	-0.5379	14.9525	0.08506	L
1	1683	-0.5389	14.9522	0.08508	L
1	1684	-0.5398	14.9518	0.08509	L
1	1685	-0.5408	14.9514	0.0851	L
1	1686	-0.5418	14.9511	0.08512	L
1	1687	-0.5427	14.9507	0.08513	L
1	1688	-0.5437	14.9504	0.08514	L
1	1689	-0.5447	14.95	0.08516	L
1	1690	-0.5456	14.9496	0.08517	L
1	1691	-0.5466	14.9493	0.08518	L
1	1692	-0.5476	14.9489	0.0852	L
1	1693	-0.5486	14.9486	0.08521	L
1	1694	-0.5495	14.9482	0.08522	L
1	1695	-0.5505	14.9479	0.08524	L
1	1696	-0.5515	14.9475	0.08525	L
1	1697	-0.5525	14.9472	0.08526	L
1	1698	-0.5535	14.9468	0.08527	L
1	1699	-0.5544	14.9465	0.08529	L
1	1700	-0.5554	14.9461	0.0853	L
1	1701	-0.5564	14.9458	0.08531	L
1	1702	-0.5574	14.9454	0.08533	L
1	1703	-0.5584	14.9451	0.08534	L
1	1704	-0.5594	14.9447	0.08535	L
1	1705	-0.5604	14.9444	0.08537	L
1	1706	-0.5614	14.944	0.08538	L
1	1707	-0.5623	14.9437	0.08539	L
1	1708	-0.5633	14.9433	0.08541	L
1	1709	-0.5643	14.943	0.08542	L
1	1710	-0.5653	14.9426	0.08543	L
1	1711	-0.5663	14.9423	0.08545	L
1	1712	-0.5673	14.9419	0.08546	L
1	1713	-0.5683	14.9416	0.08547	L
1	1714	-0.5693	14.9412	0.08549	L
1	1715	-0.5703	14.9409	0.08550	L
1	1716	-0.5713	14.9406	0.08551	L
1	1717	-0.5723	14.9402	0.08553	L
1	1718	-0.5733	14.9399	0.08554	L
1	1719	-0.5743	14.9395	0.08555	L
1	1720	-0.5754	14.9392	0.08557	L
1	1721	-0.5764	14.9389	0.08558	L
1	1722	-0.5774	14.9385	0.08559	L
1	1723	-0.5784	14.9382	0.08561	L
1	1724	-0.5794	14.9378	0.08562	L
1	1725	-0.5804	14.9375	0.08563	L
1	1726	-0.5814	14.9372	0.08565	L
1	1727	-0.5824	14.9368	0.08566	L
1	1728	-0.5835	14.9365	0.08567	L
1	1729	-0.5845	14.9362	0.08569	L
1	1730	-0.5855	14.9358	0.0857	L
1	1731	-0.5865	14.9355	0.08571	L
1	1732	-0.5875	14.9352	0.08573	L
1	1733	-0.5886	14.9348	0.08574	L
1	1734	-0.5896	14.9345	0.08575	L
1	1735	-0.5906	14.9342	0.08577	L
1	1736	-0.5916	14.9338	0.08578	L
1	1737	-0.5927	14.9335	0.08579	L
1	1738	-0.5937	14.9332	0.08581	L
1	1739	-0.5947	14.9329	0.08582	L
1	1740	-0.5958	14.9325	0.08583	L
1	1741	-0.5968	14.9322	0.08585	L
1	1742	-0.5978	14.9319	0.08586	L
1	1743	-0.5989	14.9316	0.08587	L
1	1744	-0.5999	14.9312	0.08589	L
1	1745	-0.6009	14.9309	0.0859	L
1	1746	-0.602	14.9306	0.08591	L
1	1747	-0.603	14.9303	0.08593	L
1	1748	-0.604	14.9299	0.08594	L
1	1749	-0.6051	14.9296	0.08595	L
1	1750	-0.6061	14.9293	0.08597	L
1	1751	-0.6072	14.929	0.08598	L
1	1752	-0.6082	14.9287	0.08599	L
1	1753	-0.6093	14.9284	0.08601	L
1	1754	-0.6103	14.928	0.08602	L
1	1755	-0.6114	14.9277	0.08603	L
1	1756	-0.6124	14.9274	0.08605	L
1	1757	-0.6135	14.9271	0.08606	L
1	1758	-0.6145	14.9268	0.08608	L
1	1759	-0.6156	14.9265	0.08609	L
1	1760	-0.6166	14.9262	0.0861	L
1	1761	-0.6177	14.9258	0.08612	L
1	1762	-0.6187	14.9255	0.08613	L
1	1763	-0.6198	14.9252	0.08614	L
1	1764	-0.6209	14.9249	0.08616	L
1	1765	-0.6219	14.9246	0.08617	L
1	1766	-0.623	14.9243	0.08618	L
1	1767	-0.6241	14.924	0.0862	L
1	1768	-0.6251	14.9237	0.08621	L
1	1769	-0.6262	14.9234	0.08622	L
1	1770	-0.6273	14.9231	0.08624	L
1	1771	-0.6283	14.9228	0.08625	L
1	1772	-0.6294	14.9225	0.08626	L
1	1773	-0.6305	14.9222	0.08628	L
1	1774	-0.6315	14.9219	0.08629	L
1	1775	-0.6326	14.9215	0.0863	L
1	1776	-0.6337	14.9212	0.08632	L
1	1777	-0.6348	14.9209	0.08633	L
1	1778	-0.6358	14.9206	0.08634	L
1	1779	-0.6369	14.9203	0.08636	L
1	1780	-0.638	14.9201	0.08637	L
1	1781	-0.6391	14.9198	0.08639	L
1	1782	-0.6402	14.9195	0.0864	L
1	1783	-0.6412	14.9192	0.08641	L
1	1784	-0.6423	14.9189	0.08643	L
1	1785	-0.6434	14.9186	0.08644	L
1	1786	-0.6445	14.9183	0.08645	L
1	1787	-0.6456	14.918	0.08647	L
1	1788	-0.6467	14.9177	0.08648	L
1	1789	-0.6478	14.9174	0.08649	L
1	1790	-0.6488	14.9171	0.08651	L
1	1791	-0.6499	14.9168	0.08652	L
1	1792	-0.651	14.9165	0.08653	L
1	1793	-0.6521	14.9162	0.08655	L
1	1794	-0.6532	14.9159	0.08656	L
1	1795	-0.6543	14.9157	0.08657	L
1	1796	-0.6554	14.9154	0.08659	L
1	1797	-0.6565	14.9151	0.0866	L
1	1798	-0.6576	14.9148	0.08662	L
1	1799	-0.6587	14.9145	0.08663	L
1	1800	-0.6598	14.9142	0.08664	L
1	1801	-0.6609	14.9139	0.08666	L
1	1802	-0.662	14.9137	0.08667	L
1	1803	-0.6631	14.9134	0.08668	L
1	1804	-0.6642	14.9131	0.0867	L
1	1805	-0.6653	14.9128	0.08671	L
1	1806	-0.6665	14.9125	0.08672	L
1	1807	-0.6676	14.9123	0.08674	L
1	1808	-0.6687	14.912	0.08675	L
1	1809	-0.6698	14.9117	0.08676	L
1	1810	-0.6709	14.9114	0.08678	L
1	1811	-0.672	14.9112	0.08679	L
1	1812	-0.6731	14.9109	0.0868	L
1	1813	-0.6743	14.9106	0.08682	L
1	1814	-0.6754	14.9103	0.08683	L
1	1815	-0.6765	14.9101	0.08685	L
1	1816	-0.6776	14.9098	0.08686	L
1	1817	-0.6787	14.9095	0.08687	L
1	1818	-0.6799	14.9092	0.08689	L
1	1819	-0.681	14.909	0.08690	L
1	1820	-0.6821	14.9087	0.08691	L
1	1821	-0.6833	14.9084	0.08693	L
1	1822	-0.6844	14.9082	0.08694	L
1	1823	-0.6855	14.9079	0.08695	L
1	1824	-0.6866	14.9076	0.08697	L
1	1825	-0.6878	14.9074	0.08698	L
1	1826	-0.6889	14.9071	0.08699	L
1	1827	-0.69	14.9068	0.08701	L
1	1828	-0.6912	14.9066	0.08702	L
1	1829	-0.6923	14.9063	0.08704	L
1	1830	-0.6935	14.906	0.08705	L
1	1831	-0.6946	14.9058	0.08706	L
1	1832	-0.6957	14.9055	0.08708	L
1	1833	-0.6969	14.9053	0.08709	L
1	1834	-0.698	14.905	0.0871	L
1	1835	-0.6992	14.9047	0.08712	L
1	1836	-0.7003	14.9045	0.08713	L
1	1837	-0.7015	14.9042	0.08714	L
1	1838	-0.7026	14.904	0.08716	L
1	1839	-0.7038	14.9037	0.08717	L
1	1840	-0.7049	14.9034	0.08718	L
1	1841	-0.7061	14.9032	0.0872	L
1	1842	-0.7072	14.9029	0.08721	L
1	1843	-0.7084	14.9027	0.08722	L
1	1844	-0.7095	14.9024	0.08724	L
1	1845	-0.7107	14.9022	0.08725	L
1	1846	-0.7118	14.9019	0.08727	L
1	1847	-0.713	14.9017	0.08728	L
1	1848	-0.7141	14.9014	0.08729	L
1	1849	-0.7153	14.9012	0.08731	L
1	1850	-0.7165	14.9009	0.08732	L
1	1851	-0.7176	14.9007	0.08733	L
1	1852	-0.7188	14.9004	0.08735	L
1	1853	-0.72	14.9002	0.08736	L
1	1854	-0.7211	14.8999	0.08737	L
1	1855	-0.7223	14.8997	0.08739	L
1	1856	-0.7235	14.8994	0.08740	L
2	0	-0.0631	13.3363	0.09272	L
2	1	0.0362	13.3185	0.0936	L
2	2	0.1355	13.3006	0.09448	L
2	3	0.2347	13.2828	0.09535	L
2	4	0.334	13.2649	0.09623	L
2	5	0.4333	13.247	0.09711	L
2	6	0.5326	13.2292	0.09799	L
2	7	0.6319	13.2113	0.09887	L
2	8	0.6142	13.2455	0.09866	L
2	9	0.5965	13.2796	0.09845	L
2	10	0.5789	13.3137	0.09824	L
2	11	0.5612	13.3478	0.09804	L
2	12	0.5435	13.3819	0.09783	L
2	13	0.5258	13.416	0.09762	L
2	14	0.5082	13.4501	0.09741	L
2	15	0.4947	13.5169	0.09726	L
2	16	0.482	13.5873	0.09711	L
2	17	0.4699	13.6595	0.09697	L
2	18	0.4583	13.7325	0.09684	L
2	19	0.4472	13.8056	0.09671	L
2	20	0.4365	13.8784	0.09659	L
2	21	0.4263	13.9505	0.09647	L
2	22	0.4164	14.0216	0.09636	L
2	23	0.4069	14.0916	0.09625	L
2	24	0.3977	14.1603	0.09615	L
2	25	0.3888	14.2276	0.09605	L
2	26	0.3802	14.2935	0.09595	L
2	27	0.3718	14.3579	0.09586	L
2	28	0.3637	14.4208	0.09577	L
2	29	0.3558	14.4824	0.09568	L
2	30	0.3481	14.5422	0.09559	L
2	31	0.3406	14.6003	0.09551	L
2	32	0.3333	14.6566	0.09543	L
